seller_id,avg_review
23ca5f678e0b3ea6c630b30fa8bf51ea,5.0
2c538755f1ca9540af144f266e70df6c,5.0
6c17baf138731a4aaacc3210adf2037b,5.0
d36b07fd3c5088e477a72d1fccfe29d4,5.0
2a73cba571d90c694b7caca072ccf6ce,5.0
c8143b3069f6746a77421b5ce30a450c,5.0
a61cc04793308395a840807104365121,5.0
be67f78487e2cecb0d55bc769709e4f5,5.0
8ec76bb0965af3f007692b26fa9d6623,5.0
6025c79c035c3d772133b8b8238463b2,5.0
